"ID番号","_02"
"氏名",""
"性別",不明
"年齢",0
"身長(cm)","-----"
"体重(kg)","-----"
"トライアル番号",1
"病名",""
"メモ",""
"検査者",""
"杖",未使用
"計測時間(秒)",5
"計測周期(Hz)",100
"検査日付","2023/06/23 22:29:20"
"時間範囲(秒)","0.00 - 5.00"
"総合COP 総軌跡長（cm）",232.54
"総合COP 速度（cm/秒）", 72.67
"総合COP 矩形面積（c ㎡）",5054.11
"総合COP 左右幅（cm）", 22.89
"総合COP 前後幅（cm）",220.80
"総合COP Y 方向軌跡長（cm）", 65.67
"総合COP Y 方向単位軌跡長（cm/秒）", 20.52
"総合COP X 方向軌跡長（cm）",220.82
"総合COP X 方向単位軌跡長（cm/秒）", 69.01
"時間(秒)","総合COP X 座標（cm）","総合COP Y 座標（cm）","総合COP 速度（cm/秒）","総合COP X 方向単位軌跡長（cm/秒）","総合COP Y 方向単位軌跡長（cm/秒）"
  4.07,"-.--","-.--","-.--","-.--","-.--"
  4.08,"-.--","-.--","-.--","-.--","-.--"
  4.09,"-.--","-.--","-.--","-.--","-.--"
  4.10,"-.--","-.--","-.--","-.--","-.--"
  4.11,"-.--","-.--","-.--","-.--","-.--"
  4.12,"-.--","-.--","-.--","-.--","-.--"
  4.13,"-.--","-.--","-.--","-.--","-.--"
  4.14,"-.--","-.--","-.--","-.--","-.--"
  4.15,"-.--","-.--","-.--","-.--","-.--"
  4.16,"-.--","-.--","-.--","-.--","-.--"
  4.17,"-.--","-.--","-.--","-.--","-.--"
  4.18,"-.--","-.--","-.--","-.--","-.--"
  4.19,"-.--","-.--","-.--","-.--","-.--"
  4.20,"-.--","-.--","-.--","-.--","-.--"
  4.21,"-.--","-.--","-.--","-.--","-.--"
  4.22,"-.--","-.--","-.--","-.--","-.--"
  4.23,"-.--","-.--","-.--","-.--","-.--"
  4.24,"-.--","-.--","-.--","-.--","-.--"
  4.25,"-.--","-.--","-.--","-.--","-.--"
  4.26,"-.--","-.--","-.--","-.--","-.--"
  4.27,"-.--","-.--","-.--","-.--","-.--"
  4.28,"-.--","-.--","-.--","-.--","-.--"
  4.29,"-.--","-.--","-.--","-.--","-.--"
  4.30,"-.--","-.--","-.--","-.--","-.--"
  4.31,"-.--","-.--","-.--","-.--","-.--"
  4.32,"-.--","-.--","-.--","-.--","-.--"
  4.33,"-.--","-.--","-.--","-.--","-.--"
  4.34,"-.--","-.--","-.--","-.--","-.--"
  4.35,"-.--","-.--","-.--","-.--","-.--"
  4.36,"-.--","-.--","-.--","-.--","-.--"
  4.37,"-.--","-.--","-.--","-.--","-.--"
  4.38,"-.--","-.--","-.--","-.--","-.--"
  4.39,"-.--","-.--","-.--","-.--","-.--"
  4.40,"-.--","-.--","-.--","-.--","-.--"
  4.41,"-.--","-.--","-.--","-.--","-.--"
  4.42,"-.--","-.--","-.--","-.--","-.--"
  4.43,"-.--","-.--","-.--","-.--","-.--"
  4.44,"-.--","-.--","-.--","-.--","-.--"
  4.45,"-.--","-.--","-.--","-.--","-.--"
  4.46,"-.--","-.--","-.--","-.--","-.--"
  4.47,"-.--","-.--","-.--","-.--","-.--"
  4.48,"-.--","-.--","-.--","-.--","-.--"
  4.49,"-.--","-.--","-.--","-.--","-.--"
  4.50,"-.--","-.--","-.--","-.--","-.--"
  4.51,"-.--","-.--","-.--","-.--","-.--"
  4.52,"-.--","-.--","-.--","-.--","-.--"
  4.53,"-.--","-.--","-.--","-.--","-.--"
  4.54,"-.--","-.--","-.--","-.--","-.--"
  4.55,"-.--","-.--","-.--","-.--","-.--"
  4.56,"-.--","-.--","-.--","-.--","-.--"
  4.57,"-.--","-.--","-.--","-.--","-.--"
  4.58,"-.--","-.--","-.--","-.--","-.--"
  4.59,"-.--","-.--","-.--","-.--","-.--"
  4.60,"-.--","-.--","-.--","-.--","-.--"
  4.61,"-.--","-.--","-.--","-.--","-.--"
  4.62,"-.--","-.--","-.--","-.--","-.--"
  4.63,"-.--","-.--","-.--","-.--","-.--"
  4.64,"-.--","-.--","-.--","-.--","-.--"
  4.65,"-.--","-.--","-.--","-.--","-.--"
  4.66,"-.--","-.--","-.--","-.--","-.--"
  4.67,"-.--","-.--","-.--","-.--","-.--"
  4.68,"-.--","-.--","-.--","-.--","-.--"
  4.69,"-.--","-.--","-.--","-.--","-.--"
  4.70,"-.--","-.--","-.--","-.--","-.--"
  4.71,"-.--","-.--","-.--","-.--","-.--"
  4.72,"-.--","-.--","-.--","-.--","-.--"
  4.73,"-.--","-.--","-.--","-.--","-.--"
  4.74,"-.--","-.--","-.--","-.--","-.--"
  4.75,"-.--","-.--","-.--","-.--","-.--"
  4.76,"-.--","-.--","-.--","-.--","-.--"
  4.77,"-.--","-.--","-.--","-.--","-.--"
  4.78,"-.--","-.--","-.--","-.--","-.--"
  4.79,"-.--","-.--","-.--","-.--","-.--"
  4.80,"-.--","-.--","-.--","-.--","-.--"
  4.81,"-.--","-.--","-.--","-.--","-.--"
  4.82,"-.--","-.--","-.--","-.--","-.--"
  4.83,"-.--","-.--","-.--","-.--","-.--"
  4.84,"-.--","-.--","-.--","-.--","-.--"
  4.85,"-.--","-.--","-.--","-.--","-.--"
  4.86,"-.--","-.--","-.--","-.--","-.--"
  4.87,"-.--","-.--","-.--","-.--","-.--"
  4.88,"-.--","-.--","-.--","-.--","-.--"
  4.89,"-.--","-.--","-.--","-.--","-.--"
  4.90,"-.--","-.--","-.--","-.--","-.--"
  4.91,"-.--","-.--","-.--","-.--","-.--"
  4.92,"-.--","-.--","-.--","-.--","-.--"
  4.93,"-.--","-.--","-.--","-.--","-.--"
  4.94,"-.--","-.--","-.--","-.--","-.--"
  4.95,"-.--","-.--","-.--","-.--","-.--"
  4.96,"-.--","-.--","-.--","-.--","-.--"
  4.97,"-.--","-.--","-.--","-.--","-.--"
  4.98,"-.--","-.--","-.--","-.--","-.--"
  4.99,"-.--","-.--","-.--","-.--","-.--"
  5.00,"-.--","-.--","-.--","-.--","-.--"
